Date,Title,URL,Commodity,Hedging_Percentage,Speculative_Percentage,Effective_Date,Adjustment_Type,Source_Sentence,Parsing_Method,Confidence,Scraped_At,Interest_Score,Interest_Details,Detected_Commodities
2024-07-05,Notice on Adjusting the Margin Ratio and Price Limits of Lead and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202407/t20240705_801945.html,Lead,0.08,0.09,2024-07-09,adjusted_to,"The price limit range of lead and zinc futures contracts was adjusted to 7% , the margin ratio for hedging transactions was adjusted to 8% , and the margin ratio for speculative transactions was adjus",Gemini_Enhanced,high,2025-06-26T06:09:37.897426,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-07-05,Notice on Adjusting the Margin Ratio and Price Limits of Lead and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202407/t20240705_801945.html,Zinc,0.08,0.09,2024-07-09,adjusted_to,"The price limit range of lead and zinc futures contracts was adjusted to 7% , the margin ratio for hedging transactions was adjusted to 8% , and the margin ratio for speculative transactions was adjus",Gemini_Enhanced,high,2025-06-26T06:09:37.898298,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-05-21,Notice on Adjusting the Margin Ratio and Price Limits of Gold and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202405/t20240521_801750.html,Gold,11,12,2024-05-23,adjusted_to,"The price limit range of gold and silver futures contracts was adjusted to 10% , the margin ratio for hedging transactions was adjusted to 11% , and the margin ratio for speculative transactions was a",Gemini_Enhanced,high,2025-06-26T06:10:11.203187,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-05-21,Notice on Adjusting the Margin Ratio and Price Limits of Gold and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202405/t20240521_801750.html,Silver,11,12,2024-05-23,adjusted_to,"The price limit range of gold and silver futures contracts was adjusted to 10% , the margin ratio for hedging transactions was adjusted to 11% , and the margin ratio for speculative transactions was a",Gemini_Enhanced,high,2025-06-26T06:10:11.203848,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-04-16,Notice on Adjusting the Margin Ratio and Price Limits of Copper and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202404/t20240416_801591.html,Copper,0.08,0.09,2024-04-17,adjusted_to,"The price limit range of copper and aluminum futures contracts was adjusted to 7% , the margin ratio for hedging transactions was adjusted to 8% , and the margin ratio for speculative transactions was",Gemini_Enhanced,high,2025-06-26T06:10:35.165788,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-04-16,Notice on Adjusting the Margin Ratio and Price Limits of Copper and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202404/t20240416_801591.html,Aluminum,0.08,0.09,2024-04-17,adjusted_to,"The price limit range of copper and aluminum futures contracts was adjusted to 7% , the margin ratio for hedging transactions was adjusted to 8% , and the margin ratio for speculative transactions was",Gemini_Enhanced,high,2025-06-26T06:10:35.166435,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-04-16,Notice on Adjusting the Margin Ratio and Price Limits of Copper and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202404/t20240416_801591.html,Gold,0.09,0.1,2024-04-17,adjusted_to,"The price limit range of gold and silver futures contracts was adjusted to 8% , the margin ratio for hedging transactions was adjusted to 9% , and the margin ratio for speculative transactions was adj",Gemini_Enhanced,high,2025-06-26T06:10:35.166645,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-04-16,Notice on Adjusting the Margin Ratio and Price Limits of Copper and Other Futures Trading,https://www.shfe.com.cn/publicnotice/notice/202404/t20240416_801591.html,Silver,0.09,0.1,2024-04-17,adjusted_to,"The price limit range of gold and silver futures contracts was adjusted to 8% , the margin ratio for hedging transactions was adjusted to 9% , and the margin ratio for speculative transactions was adj",Gemini_Enhanced,high,2025-06-26T06:10:35.166909,40,runbook_primary_pattern; strong_margin_pattern_context; basic_margin_keywords:7; commodities_in_margin_notice:3; recent_year:2024,
2024-04-16,Shanghai International Energy Exchange issued a notice on adjusting the margin ratio and price limit of international copper futures trading,https://www.shfe.com.cn/publicnotice/notice/202404/t20240416_801590.html,Copper,0.08,0.09,2024-04-17,adjusted_to,"The price limit range of international copper futures contracts was adjusted to 7% , the margin ratio for hedging transactions was adjusted to 8% , and the margin ratio for speculative transactions wa",Gemini_Enhanced,high,2025-06-26T06:10:43.519138,15,strong_margin_pattern_context; basic_margin_keywords:6; commodities_in_margin_notice:3; recent_year:2024,
2024-01-12,上海国际能源交易中心发布关于调整20号胶、低硫燃料油期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800467.html,Natural Rubber,8,8,2023-07-19,adjusted_to,"The trading margin ratio of No. 20 rubber futures contract is adjusted to 8%, and the price limit range is adjusted to 6%",Gemini_Enhanced,high,2025-06-26T06:12:13.714158,32,runbook_primary_pattern; basic_margin_keywords:10; commodities_in_margin_notice:5; recent_year:2024,
2024-01-12,上海国际能源交易中心发布关于调整20号胶、低硫燃料油期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800467.html,Low-sulfur Fuel Oil,10,10,2023-07-19,adjusted_to,"the trading margin ratio of low sulfur fuel oil futures contract is adjusted to 10%, and the price limit range is adjusted to 8%",Gemini_Enhanced,high,2025-06-26T06:12:13.715013,32,runbook_primary_pattern; basic_margin_keywords:10; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Rebar,7,7,2023-07-19,adjusted_to,"the trading margin ratio of rebar, hot-rolled coil and stainless steel futures contracts will be adjusted to 7%, and the price limit range will be adjusted to 5%",Gemini_Enhanced,high,2025-06-26T06:12:27.726209,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Hot-rolled Coil,7,7,2023-07-19,adjusted_to,"the trading margin ratio of rebar, hot-rolled coil and stainless steel futures contracts will be adjusted to 7%, and the price limit range will be adjusted to 5%",Gemini_Enhanced,high,2025-06-26T06:12:27.726959,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Stainless Steel,7,7,2023-07-19,adjusted_to,"the trading margin ratio of rebar, hot-rolled coil and stainless steel futures contracts will be adjusted to 7%, and the price limit range will be adjusted to 5%",Gemini_Enhanced,high,2025-06-26T06:12:27.727343,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Natural Rubber,8,8,2023-07-19,adjusted_to,"the trading margin ratio of natural rubber and pulp futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%",Gemini_Enhanced,high,2025-06-26T06:12:27.727644,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Pulp,8,8,2023-07-19,adjusted_to,"the trading margin ratio of natural rubber and pulp futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%",Gemini_Enhanced,high,2025-06-26T06:12:27.727952,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Silver,9,9,2023-07-19,adjusted_to,"the trading margin ratio of silver and wire rod futures contracts will be adjusted to 9%, and the price limit range will be adjusted to 7%",Gemini_Enhanced,high,2025-06-26T06:12:27.728210,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Wire Rod,9,9,2023-07-19,adjusted_to,"the trading margin ratio of silver and wire rod futures contracts will be adjusted to 9%, and the price limit range will be adjusted to 7%",Gemini_Enhanced,high,2025-06-26T06:12:27.728497,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Fuel Oil,10,10,2023-07-19,adjusted_to,"the trading margin ratio of fuel oil and petroleum asphalt futures contracts will be adjusted to 10%, and the price limit range will be adjusted to 8%",Gemini_Enhanced,high,2025-06-26T06:12:27.728696,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Petroleum Asphalt,10,10,2023-07-19,adjusted_to,"the trading margin ratio of fuel oil and petroleum asphalt futures contracts will be adjusted to 10%, and the price limit range will be adjusted to 8%",Gemini_Enhanced,high,2025-06-26T06:12:27.728974,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-08,关于调整螺纹钢等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202307/t20230714_800468.html,Tin,12,12,2023-07-19,adjusted_to,"the trading margin ratio of tin futures contracts will be adjusted to 12%, and the price limit range will be adjusted to 10%",Gemini_Enhanced,high,2025-06-26T06:12:27.729174,32,runbook_primary_pattern; basic_margin_keywords:9; commodities_in_margin_notice:5; recent_year:2024,
2024-01-04,上海国际能源交易中心发布关于调整国际铜、原油期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800419.html,Copper,8,8,2023-07-04,adjusted_to,"the trading margin ratio of international copper futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%",Gemini_Enhanced,high,2025-06-26T06:12:35.948058,39,runbook_primary_pattern; basic_margin_keywords:9; petroleum_in_margin_notice; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:4; recent_year:2024,petroleum; butadiene_rubber
2024-01-04,上海国际能源交易中心发布关于调整国际铜、原油期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800419.html,Crude Oil,10,10,2023-07-04,adjusted_to,"the trading margin ratio of crude oil futures contracts will be adjusted to 10%, and the price limit range will be adjusted to 8%",Gemini_Enhanced,high,2025-06-26T06:12:35.949621,39,runbook_primary_pattern; basic_margin_keywords:9; petroleum_in_margin_notice; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:4; recent_year:2024,petroleum; butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Copper,8,8,2023-07-04,adjusted_to,"the trading margin ratio of copper, aluminum, zinc, lead and gold futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%;",Gemini_Enhanced,high,2025-06-26T06:12:50.345575,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Aluminum,8,8,2023-07-04,adjusted_to,"the trading margin ratio of copper, aluminum, zinc, lead and gold futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%;",Gemini_Enhanced,high,2025-06-26T06:12:50.346415,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Zinc,8,8,2023-07-04,adjusted_to,"the trading margin ratio of copper, aluminum, zinc, lead and gold futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%;",Gemini_Enhanced,high,2025-06-26T06:12:50.346633,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Lead,8,8,2023-07-04,adjusted_to,"the trading margin ratio of copper, aluminum, zinc, lead and gold futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%;",Gemini_Enhanced,high,2025-06-26T06:12:50.346739,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Gold,8,8,2023-07-04,adjusted_to,"the trading margin ratio of copper, aluminum, zinc, lead and gold futures contracts will be adjusted to 8%, and the price limit range will be adjusted to 6%;",Gemini_Enhanced,high,2025-06-26T06:12:50.346954,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Silver,10,10,2023-07-04,adjusted_to,"the trading margin ratio of silver futures contracts will be adjusted to 10%, and the price limit range will be adjusted to 8%;",Gemini_Enhanced,high,2025-06-26T06:12:50.347041,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202306/t20230630_800422.html,Fuel Oil,12,12,2023-07-04,adjusted_to,"the trading margin ratio of fuel oil futures contracts will be adjusted to 12%, and the price limit range will be adjusted to 10%;",Gemini_Enhanced,high,2025-06-26T06:12:50.347124,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Copper,0.09,0.09,2023-04-06,adjusted_to,"the trading margin ratio of copper, aluminum, zinc and lead futures contracts will be adjusted to 9%, and the price limit range will be adjusted to 7%",Gemini_Enhanced,high,2025-06-26T06:13:13.938247,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Aluminum,0.09,0.09,2023-04-06,adjusted_to,"the trading margin ratio of copper, aluminum, zinc and lead futures contracts will be adjusted to 9%, and the price limit range will be adjusted to 7%",Gemini_Enhanced,high,2025-06-26T06:13:13.939221,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Zinc,0.09,0.09,2023-04-06,adjusted_to,"the trading margin ratio of copper, aluminum, zinc and lead futures contracts will be adjusted to 9%, and the price limit range will be adjusted to 7%",Gemini_Enhanced,high,2025-06-26T06:13:13.939649,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Lead,0.09,0.09,2023-04-06,adjusted_to,"the trading margin ratio of copper, aluminum, zinc and lead futures contracts will be adjusted to 9%, and the price limit range will be adjusted to 7%",Gemini_Enhanced,high,2025-06-26T06:13:13.939827,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Stainless Steel,0.1,0.1,2023-04-06,adjusted_to,"the trading margin ratio of stainless steel and pulp futures contracts will be adjusted to 10%, and the price limit range will be adjusted to 8%",Gemini_Enhanced,high,2025-06-26T06:13:13.940166,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Pulp,0.1,0.1,2023-04-06,adjusted_to,"the trading margin ratio of stainless steel and pulp futures contracts will be adjusted to 10%, and the price limit range will be adjusted to 8%",Gemini_Enhanced,high,2025-06-26T06:13:13.940319,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
2024-01-04,关于调整铜等期货交易保证金比例和涨跌停板幅度的通知,https://www.shfe.com.cn/publicnotice/notice/202304/t20230404_800006.html,Silver,0.11,0.11,2023-04-06,adjusted_to,"the trading margin ratio of silver futures contracts will be adjusted to 11%, and the price limit range will be adjusted to 9%",Gemini_Enhanced,high,2025-06-26T06:13:13.940548,35,runbook_primary_pattern; basic_margin_keywords:9; butadiene_rubber_in_margin_notice; commodities_in_margin_notice:3; recent_year:2024,butadiene_rubber
